CUSTOMERID,RECENCY,FREQUENCY,MONETARY,R_SCORE,F_SCORE,M_SCORE,SEGMENT
15776,134,1,197.22,2,1,1,At Risk
15120,134,1,266.9,2,1,2,At Risk
15942,134,1,307.2,2,1,2,At Risk
14083,134,8,849.17,2,5,4,At Risk
17926,134,2,302.75,2,2,2,At Risk
15149,134,1,520.8,2,1,3,At Risk
13414,134,2,558.42,2,3,3,At Risk
12716,134,2,804.41,2,3,3,At Risk
18064,134,2,814,2,3,4,At Risk
16147,134,1,330,2,1,2,At Risk
15438,132,1,149.85,2,2,1,At Risk
17695,132,2,533.5,2,3,3,At Risk
13722,132,3,2059.41,2,4,5,At Risk
12942,132,3,653.06,2,4,3,At Risk
14885,132,1,569,2,1,3,At Risk
13388,132,2,636.42,2,3,3,At Risk
17881,130,1,133.35,2,1,1,At Risk
17859,130,1,108.85,2,2,1,At Risk
16037,130,3,804.1,2,3,3,At Risk
12576,130,5,1046.53,2,4,4,At Risk
16998,130,4,295,2,4,2,At Risk
14586,129,1,40.2,2,1,1,At Risk
17639,129,1,107.55,2,2,1,At Risk
15234,129,1,168.8,2,2,1,At Risk
16495,129,3,546.92,2,3,3,At Risk
12623,129,1,245.3,2,1,2,At Risk
15944,129,1,325.1,2,1,2,At Risk
16917,129,1,329.12,2,2,2,At Risk
16927,129,2,139.85,2,2,1,At Risk
15775,128,1,94.7,2,1,1,At Risk
16623,128,1,129.45,2,2,1,At Risk
15119,128,1,253.2,2,2,2,At Risk
12999,128,3,309,2,3,2,At Risk
14924,128,1,310.05,2,1,2,At Risk
14619,128,1,374.28,2,1,2,At Risk
17940,128,1,1867.86,2,1,5,At Risk
16010,128,3,352.65,2,3,2,At Risk
17035,128,2,368.53,2,3,2,At Risk
14958,128,3,469.33,2,4,3,At Risk
15109,128,1,478.35,2,1,3,At Risk
14243,128,10,2383.09,2,5,5,At Risk
15874,128,7,3718.85,2,5,5,At Risk
16643,128,1,399.19,2,1,2,At Risk
14353,127,1,86.7,2,1,1,At Risk
13561,127,1,127.31,2,1,1,At Risk
13642,127,1,289.49,2,1,2,At Risk
15092,127,2,457.81,2,3,3,At Risk
18142,127,2,600.48,2,2,3,At Risk
13911,127,8,1723.25,2,5,4,At Risk
15227,127,5,1012.76,2,4,4,At Risk
14161,127,3,1064.44,2,3,4,At Risk
15704,127,4,2127.11,2,4,5,At Risk
12700,127,4,4356.63,2,4,5,At Risk
16807,127,3,908.33,2,4,4,At Risk
16832,126,3,191.35,2,3,1,At Risk
13466,126,1,222.4,2,2,2,At Risk
15609,126,1,298.48,2,2,2,At Risk
17409,126,2,771.85,2,3,3,At Risk
16955,126,4,477.87,2,4,3,At Risk
12808,126,3,483.65,2,3,3,At Risk
14622,126,1,300.1,2,1,2,At Risk
18037,125,6,68.75,2,5,1,At Risk
17353,125,2,1740,2,3,4,At Risk
14104,125,2,205.46,2,3,1,At Risk
12648,125,1,280.65,2,2,2,At Risk
13955,125,2,290.3,2,3,2,At Risk
16091,125,2,294.46,2,3,2,At Risk
14264,125,2,333.97,2,3,2,At Risk
14905,125,3,589.3,2,4,3,At Risk
15182,125,2,622.85,2,2,3,At Risk
18121,125,2,551.46,2,2,3,At Risk
15157,125,3,1110.35,2,4,4,At Risk
12461,125,2,793.04,2,2,3,At Risk
16398,125,2,1497.6,2,2,4,At Risk
14708,125,3,915.93,2,3,4,At Risk
15920,125,3,136.04,2,4,1,At Risk
17331,124,1,175.2,2,1,1,At Risk
16788,124,2,544.47,2,3,3,At Risk
15985,124,2,756.62,2,3,3,At Risk
12885,124,2,1024.36,2,3,4,At Risk
17954,124,12,1677.42,2,5,4,At Risk
13869,124,4,2667.31,2,4,5,At Risk
17085,124,5,1506.89,2,4,4,At Risk
14257,124,5,2941.56,2,4,5,At Risk
16333,124,21,22851.12,2,5,5,At Risk
16951,124,4,779.15,2,4,3,At Risk
15488,123,1,91.32,2,2,1,At Risk
13814,123,2,1460.32,2,3,4,At Risk
15198,123,2,179.12,2,2,1,At Risk
15885,123,3,379.35,2,3,2,At Risk
18222,123,1,371.62,2,1,2,At Risk
13889,123,1,416.9,2,2,2,At Risk
16031,123,2,417.05,2,3,3,At Risk
13249,123,3,682.76,2,4,3,At Risk
15618,123,4,699.93,2,4,3,At Risk
15306,123,3,944.13,2,4,4,At Risk
15730,123,3,984.5,2,3,4,At Risk
14410,123,12,993.4,2,5,4,At Risk
13330,123,3,1049.17,2,4,4,At Risk
14223,123,3,817.41,2,3,4,At Risk
13244,123,1,118.09,2,1,1,At Risk
17219,121,1,97.46,2,2,1,At Risk
13975,121,6,2007.69,2,5,5,At Risk
13710,121,1,136.8,2,1,1,At Risk
15153,121,1,282.33,2,2,2,At Risk
18216,121,1,454.55,2,1,3,At Risk
17964,121,2,388.23,2,3,2,At Risk
16602,121,2,465.46,2,2,3,At Risk
13643,121,3,468.2,2,3,3,At Risk
12990,121,3,409.5,2,4,2,At Risk
15957,121,1,410.31,2,2,2,At Risk
17515,121,4,634.04,2,4,3,At Risk
16732,121,1,534.99,2,2,3,At Risk
15043,121,1,537,2,1,3,At Risk
16505,121,1,658.08,2,2,3,At Risk
14140,121,2,709.05,2,3,3,At Risk
13329,121,3,718.4,2,3,3,At Risk
17886,121,3,802.76,2,4,3,At Risk
12849,121,2,834.78,2,3,4,At Risk
17313,121,1,2146.92,2,2,5,At Risk
16618,121,5,2538.87,2,4,5,At Risk
16639,121,3,1221.15,2,3,4,At Risk
18177,121,6,1305.35,2,5,4,At Risk
17091,121,8,3688.78,2,5,5,At Risk
14360,121,4,1828.01,2,4,5,At Risk
17022,121,1,33.28,2,2,1,At Risk
13436,120,1,176.19,2,1,1,At Risk
15898,120,5,1313.89,2,4,4,At Risk
14569,120,1,227.39,2,2,2,At Risk
17436,120,2,216.3,2,2,2,At Risk
15520,120,1,280.62,2,1,2,At Risk
12558,120,2,255.2,2,3,2,At Risk
16322,120,2,255.32,2,2,2,At Risk
17830,120,3,398.7,2,3,2,At Risk
17668,120,2,347.75,2,3,2,At Risk
13298,120,1,360,2,1,2,At Risk
17631,120,3,461.93,2,3,3,At Risk
16442,120,3,490.28,2,3,3,At Risk
16933,120,2,499.49,2,3,3,At Risk
13318,120,3,577.52,2,3,3,At Risk
13077,120,4,519.41,2,4,3,At Risk
16891,120,5,701.17,2,4,3,At Risk
17673,120,6,1052.68,2,5,4,At Risk
15156,120,3,798.89,2,4,3,At Risk
14138,120,2,811.5,2,3,4,At Risk
15208,120,5,842.32,2,4,4,At Risk
17856,120,4,1307.63,2,4,4,At Risk
14520,120,2,260.4,2,3,2,At Risk
15683,118,1,142.75,2,2,1,At Risk
13838,118,4,655.32,2,4,3,At Risk
14301,118,1,554.94,2,1,3,At Risk
14658,118,2,245.97,2,3,2,At Risk
13621,117,1,169.65,2,1,1,At Risk
16902,117,1,1646.7,2,1,4,At Risk
16961,117,1,223.97,2,2,2,At Risk
17252,117,2,283.34,2,3,2,At Risk
15048,117,4,353.95,2,4,2,At Risk
16272,117,1,409.5,2,1,2,At Risk
17958,117,1,508.46,2,1,3,At Risk
16774,117,4,534.45,2,4,3,At Risk
15624,117,4,544.65,2,4,3,At Risk
15480,117,1,877.6,2,1,4,At Risk
18143,117,2,896.38,2,3,4,At Risk
13799,117,2,648.06,2,3,3,At Risk
13720,117,4,651.3,2,4,3,At Risk
12758,117,2,2290.87,2,2,5,At Risk
15315,117,2,235.5,2,2,2,At Risk
15653,116,1,17.4,2,1,1,At Risk
13470,116,2,165,2,2,1,At Risk
12641,116,1,172.7,2,2,1,At Risk
14918,116,2,1546.91,2,3,4,At Risk
15768,116,3,541.15,2,3,3,At Risk
15002,116,4,1477.89,2,4,4,At Risk
17637,116,2,457.66,2,2,3,At Risk
15541,115,1,71.99,2,2,1,At Risk
17070,115,1,294.97,2,1,2,At Risk
16488,115,3,374.4,2,4,2,At Risk
16706,115,3,466.56,2,3,3,At Risk
14323,115,2,519.02,2,3,3,At Risk
17937,115,7,4174.98,2,5,5,At Risk
17398,115,3,567.14,2,3,3,At Risk
16755,115,3,1143.32,2,3,4,At Risk
15734,115,2,1308.79,2,2,4,At Risk
15122,115,3,1527.4,2,4,4,At Risk
18073,115,12,3613.74,2,5,5,At Risk
16092,115,4,685.66,2,4,3,At Risk
13273,114,1,86.95,2,1,1,At Risk
12962,114,2,241.31,2,2,2,At Risk
17045,114,3,329.49,2,4,2,At Risk
15472,114,1,292.49,2,1,2,At Risk
16582,114,1,292.62,2,1,2,At Risk
12688,114,1,4045.61,2,2,5,At Risk
12729,114,1,415.85,2,2,2,At Risk
15400,114,5,644.8,2,4,3,At Risk
17386,114,6,2419.32,2,4,5,At Risk
14565,114,4,2914.2,2,4,5,At Risk
15232,114,2,297.4,2,3,2,At Risk
17747,113,1,71.4,2,1,1,At Risk
12560,113,3,1866.47,2,4,5,At Risk
14772,113,1,128.86,2,1,1,At Risk
12968,113,1,135.95,2,2,1,At Risk
15396,113,1,267.9,2,2,2,At Risk
18081,113,3,308.05,2,4,2,At Risk
15938,113,5,394.62,2,4,2,At Risk
12513,113,1,461.75,2,1,3,At Risk
12418,113,1,555,2,1,3,At Risk
14745,113,6,866.7,2,5,4,At Risk
15862,113,4,677.8,2,4,3,At Risk
12828,113,6,944.37,2,5,4,At Risk
14759,113,3,1491.11,2,4,4,At Risk
18170,113,3,932.67,2,4,4,At Risk
13327,113,8,3449.97,2,5,5,At Risk
16828,113,2,128.5,2,3,1,At Risk
15313,111,1,52,2,1,1,At Risk
14460,111,4,138.1,2,4,1,At Risk
16536,111,1,493.85,2,2,3,At Risk
14224,111,4,922.63,2,4,4,At Risk
14246,111,3,1333.9,2,4,4,At Risk
14566,111,1,1432,2,1,4,At Risk
17029,111,2,716,2,3,3,At Risk
16952,110,1,146.61,2,1,1,At Risk
16555,110,2,255.65,2,2,2,At Risk
14265,110,2,425.78,2,3,3,At Risk
17703,110,3,600.34,2,3,3,At Risk
14045,110,4,1659.75,2,4,4,At Risk
13933,110,2,608.79,2,3,3,At Risk
17585,110,4,609.65,2,4,3,At Risk
12645,110,5,1543.24,2,4,4,At Risk
14959,110,4,604.32,2,4,3,At Risk
18018,109,2,112.04,2,3,1,At Risk
14523,109,1,145.15,2,1,1,At Risk
13140,109,3,407.52,2,4,2,At Risk
12593,109,3,418.1,2,4,3,At Risk
15722,109,5,2203.61,2,4,5,At Risk
16550,109,5,1968.79,2,4,5,At Risk
13425,109,3,1314.81,2,4,4,At Risk
17735,109,19,11687.75,2,5,5,At Risk
17696,109,8,1838.17,2,5,5,At Risk
13593,109,5,1908,2,4,5,At Risk
14404,109,6,1294.02,2,5,4,At Risk
13411,108,1,213.55,2,1,2,At Risk
17256,108,2,221.7,2,3,2,At Risk
16340,108,1,395.93,2,1,2,At Risk
16968,108,2,364.91,2,3,2,At Risk
17869,108,5,418.99,2,4,3,At Risk
15800,108,2,617.03,2,3,3,At Risk
14407,108,6,1795.31,2,5,5,At Risk
13728,108,6,849.62,2,5,4,At Risk
13507,108,4,2113.9,2,4,5,At Risk
14973,108,3,1234.29,2,3,4,At Risk
14875,108,2,1407.84,2,2,4,At Risk
14730,108,8,1622.2,2,5,4,At Risk
15434,108,5,932.4,2,4,4,At Risk
12695,108,4,540.1,2,4,3,At Risk
14314,107,1,70.2,2,1,1,At Risk
14055,107,1,725.64,2,1,3,At Risk
15663,107,1,124.1,2,1,1,At Risk
15263,107,1,134.55,2,2,1,At Risk
18200,107,1,117.73,2,2,1,At Risk
16429,107,1,284.55,2,1,2,At Risk
12715,107,1,292.2,2,2,2,At Risk
13000,107,3,456.37,2,3,3,At Risk
16859,107,3,385.97,2,3,2,At Risk
17189,107,2,334.02,2,3,2,At Risk
14196,107,1,335.52,2,1,2,At Risk
14050,107,2,461.3,2,3,3,At Risk
14687,107,1,498.18,2,1,3,At Risk
17134,107,2,413.2,2,2,2,At Risk
16309,107,2,586.25,2,3,3,At Risk
12624,107,2,537.85,2,3,3,At Risk
17844,107,1,25,2,2,1,At Risk
13489,106,3,124.68,2,3,1,At Risk
16641,106,1,130.42,2,1,1,At Risk
12492,106,2,199.95,2,3,1,At Risk
18036,106,3,354.3,2,3,2,At Risk
14210,106,6,1803.6,2,5,5,At Risk
17146,106,3,743.18,2,4,3,At Risk
15641,106,4,1422.24,2,4,4,At Risk
16556,106,7,2851.47,2,5,5,At Risk
15074,106,1,696.07,2,2,3,At Risk
15325,104,1,61.57,2,1,1,At Risk
13778,104,1,178.7,2,1,1,At Risk
16816,104,4,375.3,2,4,2,At Risk
13301,104,4,536.63,2,4,3,At Risk
15625,104,5,1261,2,4,4,At Risk
16806,104,4,731.32,2,4,3,At Risk
15095,104,4,1033.4,2,4,4,At Risk
16456,104,5,2088.58,2,4,5,At Risk
14869,104,2,557.41,2,3,3,At Risk
12814,102,1,125.92,2,1,1,At Risk
17298,102,1,342.46,2,2,2,At Risk
15866,102,1,176.35,2,1,1,At Risk
15690,101,2,76.8,2,3,1,At Risk
16780,101,2,355.07,2,3,2,At Risk
16278,101,1,553.1,2,1,3,At Risk
13726,101,2,860.9,2,3,4,At Risk
17320,101,3,1038.3,2,3,4,At Risk
16180,101,8,10016.72,2,5,5,At Risk
16083,101,2,1170.74,2,3,4,At Risk
15260,101,8,1614.89,2,5,4,At Risk
15491,101,6,2690.85,2,5,5,At Risk
12484,101,6,4017.59,2,5,5,At Risk
17588,101,3,1122.72,2,3,4,At Risk
18032,100,1,73.5,2,1,1,At Risk
12651,100,1,78,2,1,1,At Risk
17128,100,1,136.69,2,1,1,At Risk
18260,100,6,2263.07,2,4,5,At Risk
16833,100,4,1085.95,2,4,4,At Risk
17114,100,8,776.11,2,5,3,At Risk
12793,100,2,502.98,2,3,3,At Risk
17083,99,3,1262.68,2,3,4,At Risk
12401,99,1,84.3,2,2,1,At Risk
17358,99,2,331.45,2,2,2,At Risk
17843,99,1,187.85,2,1,1,At Risk
15970,99,1,314.1,2,2,2,At Risk
15843,99,1,118.95,2,1,1,At Risk
16221,98,3,702.97,2,3,3,At Risk
13493,98,2,514.95,2,2,3,At Risk
14803,98,3,800.85,2,3,3,At Risk
16419,98,6,931.15,2,5,4,At Risk
15071,98,2,964.87,2,3,4,At Risk
15057,98,2,1386.9,2,3,4,At Risk
16316,98,7,2522.97,2,5,5,At Risk
15379,98,7,3278.19,2,5,5,At Risk
14936,98,8,6955.64,2,5,5,At Risk
13093,98,8,7017.71,2,5,5,At Risk
14165,98,1,107.45,2,1,1,At Risk
12881,98,1,298,2,2,2,At Risk
14013,98,3,301.34,2,3,2,At Risk
17138,98,1,360.1,2,2,2,At Risk
14645,98,2,511.25,2,2,3,At Risk
14344,98,8,731.5,2,5,3,At Risk
13752,96,6,824.9,2,5,4,At Risk
13492,96,3,1250,2,4,4,At Risk
15596,96,5,1287.49,2,4,4,At Risk
16503,96,4,1387.85,2,4,4,At Risk
15797,96,4,2207.4,2,4,5,At Risk
12355,96,1,459.4,2,2,3,At Risk
12821,96,1,56.72,2,1,1,At Risk
14699,96,1,85.53,2,1,1,At Risk
18120,96,1,111.15,2,1,1,At Risk
16756,96,1,229.32,2,2,2,At Risk
12888,96,2,354.12,2,3,2,At Risk
17723,96,6,3276.4,2,5,5,At Risk
15252,95,2,610.46,2,3,3,At Risk
15855,95,5,574.73,2,4,3,At Risk
17522,95,5,750.64,2,4,3,At Risk
13811,95,3,814.5,2,3,4,At Risk
14231,95,3,888.11,2,4,4,At Risk
15407,95,4,907.46,2,4,4,At Risk
14584,95,4,1008.83,2,4,4,At Risk
12947,95,5,1312.15,2,4,4,At Risk
13856,95,2,37.5,2,3,1,At Risk
16113,95,1,106.4,2,1,1,At Risk
14241,95,1,174.1,2,1,1,At Risk
14501,95,3,258.53,2,3,2,At Risk
12802,95,2,314.4,2,3,2,At Risk
17483,95,3,369.94,2,3,2,At Risk
13900,95,3,638.39,2,4,3,At Risk
13355,93,1,625.4,2,2,3,At Risk
18248,93,2,640.2,2,3,3,At Risk
14127,93,3,663.75,2,3,3,At Risk
13280,93,3,674.05,2,4,3,At Risk
13217,93,3,490.24,2,4,3,At Risk
16053,93,2,1091.27,2,3,4,At Risk
13162,93,4,1104.85,2,4,4,At Risk
13769,93,10,2625.21,2,5,5,At Risk
15247,93,1,345.6,2,1,2,At Risk
13636,93,5,760.68,2,4,3,At Risk
12535,92,2,675.55,2,3,3,At Risk
12674,92,5,1678.06,2,4,4,At Risk
17593,92,5,2991.15,2,4,5,At Risk
12830,92,5,3285.92,2,4,5,At Risk
17426,92,7,4355.52,2,5,5,At Risk
14414,92,7,525.7,2,5,3,At Risk
13441,92,1,246.12,2,2,2,At Risk
15652,92,1,276,2,1,2,At Risk
14915,92,2,297.28,2,2,2,At Risk
16723,92,2,433.66,2,3,3,At Risk
12637,92,8,5433.32,2,5,5,At Risk
16380,91,1,1349.25,2,1,4,At Risk
16873,91,6,6259.36,2,5,5,At Risk
13193,91,1,99.98,2,1,1,At Risk
16921,91,1,105.21,2,2,1,At Risk
18088,91,1,126.59,2,1,1,At Risk
14801,91,1,141.9,2,1,1,At Risk
13260,91,1,557.62,2,1,3,At Risk
16685,91,2,188.86,2,3,1,At Risk
15612,91,2,195.15,2,2,1,At Risk
16595,91,1,252.4,2,2,2,At Risk
13259,91,1,261.16,2,1,2,At Risk
16104,91,1,296.31,2,1,2,At Risk
16518,91,2,418.3,2,3,3,At Risk
16248,91,1,142.98,2,1,1,At Risk
16205,90,4,662.97,2,4,3,At Risk
16759,90,3,669.51,2,3,3,At Risk
13623,90,5,689.09,2,4,3,At Risk
14240,90,2,795.18,2,2,3,At Risk
15027,90,4,986.85,2,4,4,At Risk
14921,90,2,1102.59,2,3,4,At Risk
13029,90,3,1237.3,2,3,4,At Risk
14621,90,5,1574.86,2,4,4,At Risk
16751,90,1,1586.9,2,2,4,At Risk
17702,90,5,1669.41,2,4,4,At Risk
15531,90,2,1747.13,2,3,4,At Risk
15485,90,3,2244.7,2,3,5,At Risk
12949,90,9,3700.2,2,5,5,At Risk
13209,90,9,4807.83,2,5,5,At Risk
16953,90,1,20.8,2,1,1,At Risk
13992,90,1,59.8,2,2,1,At Risk
15986,90,1,75.36,2,1,1,At Risk
14354,90,2,79.14,2,2,1,At Risk
16516,90,1,101.7,2,2,1,At Risk
14968,90,1,111.97,2,1,1,At Risk
17038,90,1,112.4,2,1,1,At Risk
13522,90,1,125.8,2,1,1,At Risk
12893,90,1,169.86,2,1,1,At Risk
17011,90,1,227.1,2,2,2,At Risk
15450,90,1,310.04,2,2,2,At Risk
12532,90,1,330.27,2,1,2,At Risk
14108,90,2,496.61,2,3,3,At Risk
15031,90,4,504.06,2,4,3,At Risk
13046,90,2,591.75,2,3,3,At Risk
12423,89,8,1429.65,2,5,4,At Risk
12713,89,1,757.49,2,2,3,At Risk
17754,89,5,1180.85,2,4,4,At Risk
16446,89,3,170542.1,2,4,5,At Risk
16098,88,7,1959.96,2,5,5,At Risk
15998,88,5,2478.46,2,4,5,At Risk
15216,88,1,96.6,2,1,1,At Risk
16959,88,1,100.35,2,2,1,At Risk
15522,88,2,156.95,2,2,1,At Risk
16451,88,1,234.75,2,2,2,At Risk
15343,88,1,364.5,2,1,2,At Risk
18044,88,10,1884.06,2,5,5,At Risk
18251,88,1,1362,2,1,4,At Risk
17037,88,1,1167.16,2,2,4,At Risk
14753,88,1,563.15,2,2,3,At Risk
16036,88,2,618.69,2,3,3,At Risk
13877,87,1,87,2,1,1,At Risk
17347,87,1,228.96,2,2,2,At Risk
14660,87,2,257.11,2,3,2,At Risk
12566,87,1,270.95,2,1,2,At Risk
14177,87,4,510.93,2,4,3,At Risk
14284,87,2,595.25,2,2,3,At Risk
17640,87,1,621.66,2,1,3,At Risk
15103,87,2,652.62,2,2,3,At Risk
17033,87,3,960.6,2,4,4,At Risk
18065,87,14,2226.91,2,5,5,At Risk
17728,87,3,2667.81,2,4,5,At Risk
15854,87,12,2811.08,2,5,5,At Risk
13552,87,11,3627.55,2,5,5,At Risk
13183,87,9,3897.37,2,5,5,At Risk
17846,86,1,2033.1,2,2,5,At Risk
17898,86,2,90.92,2,2,1,At Risk
17002,86,3,1398.77,2,4,4,At Risk
17047,86,3,1018.12,2,3,4,At Risk
17594,86,2,942.18,2,3,4,At Risk
16160,86,2,740.8,2,3,3,At Risk
14557,86,2,781.08,2,3,3,At Risk
14894,86,1,598.35,3,1,3,Others
15322,86,2,550.98,3,2,3,Others
13539,86,3,555.74,3,3,3,Loyal Customers
13518,86,1,567.46,3,2,3,Others
15417,86,1,495.6,3,2,3,Others
15205,86,2,522.2,3,3,3,Loyal Customers
15573,86,2,474.75,3,2,3,Others
17333,86,1,423.69,3,1,3,Others
15466,86,1,234.62,3,1,2,Others
12995,86,1,211.32,3,2,2,Others
17786,86,2,217.37,3,3,2,Loyal Customers
13134,86,4,1578.14,3,4,4,Loyal Customers
15410,85,8,3262.32,3,5,5,Loyal Customers
16709,85,5,2913.83,3,4,5,Loyal Customers
13141,85,5,2041.49,3,4,5,Loyal Customers
17144,85,2,888.45,3,3,4,Loyal Customers
13563,85,2,741.85,3,3,3,Loyal Customers
16108,85,2,706.92,3,3,3,Loyal Customers
16878,85,1,3.8,3,2,1,Others
16573,85,2,586.63,3,3,3,Loyal Customers
15523,85,1,412.01,3,1,2,Others
12871,85,2,355.2,3,3,2,Loyal Customers
15975,85,1,321.93,3,2,2,Others
15099,85,1,275.82,3,1,2,Others
12434,85,2,666.14,3,2,3,Others
14769,83,8,8300.97,3,5,5,Loyal Customers
13334,83,3,3212.54,3,3,5,Loyal Customers
13067,83,1,115.46,3,2,1,Others
18194,83,1,896,3,2,4,Others
15947,83,1,1566.4,3,1,4,Others
12752,82,1,3884.86,3,1,5,Others
15504,82,1,45.45,3,1,1,Others
18094,82,6,2235.62,3,5,5,Loyal Customers
12457,82,8,2317.24,3,5,5,Loyal Customers
13562,82,3,1763.45,3,4,4,Loyal Customers
14934,82,2,1542.1,3,3,4,Loyal Customers
17058,82,3,1076.27,3,3,4,Loyal Customers
17848,82,9,848.16,3,5,4,Loyal Customers
12379,82,2,769.34,3,2,3,Others
12497,82,1,697.2,3,2,3,Others
13325,82,1,654.3,3,1,3,Others
16906,82,4,529.14,3,4,3,Loyal Customers
18232,82,4,543.59,3,4,3,Loyal Customers
12879,82,2,499.2,3,2,3,Others
18017,82,3,523,3,4,3,Loyal Customers
13228,82,1,358,3,2,2,Others
13774,82,1,288,3,1,2,Others
12527,82,3,273.19,3,3,2,Loyal Customers
15675,82,3,240.25,3,3,2,Loyal Customers
16527,82,1,208.4,3,1,2,Others
17628,82,1,36.15,3,2,1,Others
14146,82,6,3817.4,3,5,5,Loyal Customers
15341,81,1,2020.52,3,1,5,Others
17873,81,6,1694.61,3,4,4,Loyal Customers
15839,81,3,946.41,3,4,4,Loyal Customers
13038,81,3,854.7,3,3,4,Loyal Customers
16584,81,2,801.08,3,3,3,Loyal Customers
15888,81,1,159.54,3,1,1,Others
16624,81,2,724.03,3,3,3,Loyal Customers
15026,81,3,441.85,3,3,3,Loyal Customers
14236,81,2,384.3,3,3,2,Loyal Customers
16777,81,2,221.78,3,3,2,Loyal Customers
16215,81,1,242.35,3,2,2,Others
13356,81,1,690.32,3,1,3,Others
12435,80,2,7829.89,3,3,5,Loyal Customers
17475,80,1,127.95,3,1,1,Others
15696,80,8,2603.64,3,5,5,Loyal Customers
13908,80,4,2017.38,3,4,5,Loyal Customers
12721,80,6,2100.95,3,5,5,Loyal Customers
16358,80,4,1764.44,3,4,4,Loyal Customers
14887,80,1,1790,3,1,5,Others
16103,80,6,1337,3,5,4,Loyal Customers
17731,80,5,1154.43,3,4,4,Loyal Customers
14428,80,5,1145.19,3,4,4,Loyal Customers
13155,80,4,899.44,3,4,4,Loyal Customers
16493,80,4,914.41,3,4,4,Loyal Customers
12550,80,1,832.15,3,1,4,Others
14356,80,2,672.43,3,2,3,Others
13959,80,3,480.86,3,3,3,Loyal Customers
17415,80,1,501.2,3,2,3,Others
12390,80,1,433.8,3,1,3,Others
16627,80,1,290.8,3,1,2,Others
14951,80,1,223.65,3,1,2,Others
12604,80,2,185.7,3,3,1,Loyal Customers
13316,80,4,5164.36,3,4,5,Loyal Customers
15194,79,16,6127.37,3,5,5,Loyal Customers
13279,79,1,126.05,3,1,1,Others
13804,79,7,2301.07,3,5,5,Loyal Customers
14676,79,6,2017.48,3,5,5,Loyal Customers
16735,79,6,1813.79,3,4,5,Loyal Customers
15950,79,4,1681.93,3,4,4,Loyal Customers
15067,79,3,1498.4,3,3,4,Loyal Customers
14038,79,3,1431.88,3,3,4,Loyal Customers
15810,79,5,1171.62,3,4,4,Loyal Customers
16348,79,7,1245.36,3,5,4,Loyal Customers
15237,79,4,1130.94,3,4,4,Loyal Customers
13486,79,3,1010.33,3,3,4,Loyal Customers
17311,79,2,1054.69,3,2,4,Others
12609,79,3,963.41,3,3,4,Loyal Customers
12739,79,2,854.26,3,3,4,Loyal Customers
15201,79,6,900.15,3,5,4,Loyal Customers
17027,79,6,819.22,3,5,4,Loyal Customers
13220,79,4,786.09,3,4,3,Loyal Customers
12425,79,1,682.9,3,1,3,Others
17460,79,7,619.33,3,5,3,Loyal Customers
16236,79,1,401.84,3,1,2,Others
17603,79,2,405.62,3,3,2,Loyal Customers
12579,79,1,366.12,3,2,2,Others
13529,79,2,297.8,3,2,2,Others
12930,79,2,304.08,3,3,2,Loyal Customers
17172,79,1,129,3,2,1,Others
16213,79,1,159,3,2,1,Others
17079,79,1,118.8,3,1,1,Others
13519,79,1,122.75,3,1,1,Others
14659,79,9,2341.08,3,5,5,Loyal Customers
13097,78,10,5575.63,3,5,5,Loyal Customers
14014,78,1,77.46,3,1,1,Others
16681,78,5,1431.4,3,4,4,Loyal Customers
17867,78,7,1295.44,3,5,4,Loyal Customers
15763,78,2,1056.32,3,2,4,Others
18189,78,2,999.64,3,3,4,Loyal Customers
15978,78,1,813.06,3,1,4,Others
15075,78,1,673.19,3,2,3,Others
13336,78,1,685.68,3,1,3,Others
16872,78,3,620.26,3,3,3,Loyal Customers
14880,78,3,629.87,3,3,3,Loyal Customers
15762,78,2,531.93,3,3,3,Loyal Customers
17480,78,1,441.02,3,1,3,Others
15475,78,1,343.35,3,1,2,Others
16485,78,1,302.98,3,2,2,Others
16978,78,1,310.04,3,2,2,Others
13127,78,1,231.97,3,1,2,Others
14652,78,1,103.67,3,1,1,Others
15549,78,3,1624.12,3,4,4,Loyal Customers
17107,76,6,9981.91,3,5,5,Loyal Customers
14806,76,1,64.45,3,1,1,Others
13630,76,7,1846.61,3,5,5,Loyal Customers
12348,76,4,1114,3,4,4,Loyal Customers
12545,76,2,922.15,3,3,4,Loyal Customers
15312,76,4,803.95,3,4,3,Loyal Customers
14561,76,3,742.88,3,3,3,Loyal Customers
16480,76,1,690.05,3,1,3,Others
15799,76,3,604.85,3,3,3,Loyal Customers
16198,76,1,400.68,3,2,2,Others
14757,76,1,413.7,3,1,2,Others
15366,76,2,380.75,3,3,2,Loyal Customers
18066,76,1,318,3,2,2,Others
16689,76,3,330.5,3,3,2,Loyal Customers
14152,76,2,331.45,3,2,2,Others
18155,76,3,290.5,3,4,2,Loyal Customers
13083,76,2,259.71,3,2,2,Others
16342,76,4,261.45,3,4,2,Loyal Customers
17506,76,1,270.7,3,2,2,Others
13670,76,1,272.94,3,1,2,Others
13787,76,2,239.73,3,3,2,Loyal Customers
15154,76,1,243.85,3,1,2,Others
16594,76,1,171.64,3,2,1,Others
17498,76,1,175.74,3,1,1,Others
17154,76,1,153.66,3,2,1,Others
16771,76,5,1845.61,3,4,5,Loyal Customers
12823,75,5,1759.5,3,4,4,Loyal Customers
16468,75,1,74.9,3,2,1,Others
18016,75,5,1114,3,4,4,Loyal Customers
